"SAINC30 Economic Profile"
"" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2012","2016"
"49000","Utah","","Place of residence profile","",""
"49000","Utah","10","Personal income (millions of dollars)",103120.6,128900.6
"49000","Utah","","Derivation of personal income","",""
"49000","Utah","45","Net earnings by place of residence",68626.7,84305.8
"49000","Utah","","Per capita incomes (dollars)","",""
"49000","Utah","110","Per capita personal income 4/",36140,42375
"49000","Utah","120","Per capita net earnings 4/",24051,27715
"49000","Utah","","Place of work profile (millions of dollars)","",""
"49000","Utah","180","Earnings by place of work",76464.5,95095.3
"49000","Utah","190","  Wages and salaries",55085.0,68326.9
"49000","Utah","290","Average earnings per job (dollars)",44819,49185
"50000","Vermont","","Place of residence profile","",""
"50000","Vermont","10","Personal income (millions of dollars)",28395.7,31445.0
"50000","Vermont","","Derivation of personal income","",""
"50000","Vermont","45","Net earnings by place of residence",17418.5,18441.2
"50000","Vermont","","Per capita incomes (dollars)","",""
"50000","Vermont","110","Per capita personal income 4/",45354,50420
"50000","Vermont","120","Per capita net earnings 4/",27821,29569
"50000","Vermont","","Place of work profile (millions of dollars)","",""
"50000","Vermont","180","Earnings by place of work",19110.9,20645.8
"50000","Vermont","190","  Wages and salaries",12791.3,14454.3
"50000","Vermont","290","Average earnings per job (dollars)",45307,47579
"51000","Virginia","","Place of residence profile","",""
"51000","Virginia","10","Personal income (millions of dollars)",405863.9,452400.5
"51000","Virginia","","Derivation of personal income","",""
"51000","Virginia","45","Net earnings by place of residence",272123.5,295446.1
"51000","Virginia","","Per capita incomes (dollars)","",""
"51000","Virginia","110","Per capita personal income 4/",49586,53792
"51000","Virginia","120","Per capita net earnings 4/",33246,35130
"51000","Virginia","","Place of work profile (millions of dollars)","",""
"51000","Virginia","180","Earnings by place of work",283272.8,311109.0
"51000","Virginia","190","  Wages and salaries",208182.2,230791.2
"51000","Virginia","290","Average earnings per job (dollars)",58324,60495
"53000","Washington","","Place of residence profile","",""
"53000","Washington","10","Personal income (millions of dollars)",329258.6,407060.4
"53000","Washington","","Derivation of personal income","",""
"53000","Washington","45","Net earnings by place of residence",208867.6,252371.0
"53000","Washington","","Per capita incomes (dollars)","",""
"53000","Washington","110","Per capita personal income 4/",47739,55802
"53000","Washington","120","Per capita net earnings 4/",30284,34596
"53000","Washington","","Place of work profile (millions of dollars)","",""
"53000","Washington","180","Earnings by place of work",229958.5,281761.6
"53000","Washington","190","  Wages and salaries",164083.0,203418.1
"53000","Washington","290","Average earnings per job (dollars)",58825,65372
"54000","West Virginia","","Place of residence profile","",""
"54000","West Virginia","10","Personal income (millions of dollars)",65206.2,67928.7
"54000","West Virginia","","Derivation of personal income","",""
"54000","West Virginia","45","Net earnings by place of residence",38253.5,37694.6
"54000","West Virginia","","Per capita incomes (dollars)","",""
"54000","West Virginia","110","Per capita personal income 4/",35116,37099
"54000","West Virginia","120","Per capita net earnings 4/",20601,20587
"54000","West Virginia","","Place of work profile (millions of dollars)","",""
"54000","West Virginia","180","Earnings by place of work",41537.8,41283.5
"54000","West Virginia","190","  Wages and salaries",29436.5,29713.9
"54000","West Virginia","290","Average earnings per job (dollars)",45202,46380
"55000","Wisconsin","","Place of residence profile","",""
"55000","Wisconsin","10","Personal income (millions of dollars)",246150.8,274764.7
"55000","Wisconsin","","Derivation of personal income","",""
"55000","Wisconsin","45","Net earnings by place of residence",159171.7,175023.4
"55000","Wisconsin","","Per capita incomes (dollars)","",""
"55000","Wisconsin","110","Per capita personal income 4/",43034,47598
"55000","Wisconsin","120","Per capita net earnings 4/",27827,30320
"55000","Wisconsin","","Place of work profile (millions of dollars)","",""
"55000","Wisconsin","180","Earnings by place of work",173641.7,193629.8
"55000","Wisconsin","190","  Wages and salaries",121213.3,138747.3
"55000","Wisconsin","290","Average earnings per job (dollars)",49620,52933
"56000","Wyoming","","Place of residence profile","",""
"56000","Wyoming","10","Personal income (millions of dollars)",30846.1,31645.7
"56000","Wyoming","","Derivation of personal income","",""
"56000","Wyoming","45","Net earnings by place of residence",17895.5,17966.4
"56000","Wyoming","","Per capita incomes (dollars)","",""
"56000","Wyoming","110","Per capita personal income 4/",53524,54168
"56000","Wyoming","120","Per capita net earnings 4/",31052,30753
"56000","Wyoming","","Place of work profile (millions of dollars)","",""
"56000","Wyoming","180","Earnings by place of work",20356.6,20738.7
"56000","Wyoming","190","  Wages and salaries",13542.5,13416.7
"56000","Wyoming","290","Average earnings per job (dollars)",51314,52072
"Legend / Footnotes:"
"4/ Type of income divided by midyear population estimates of the Census Bureau yields a per capita measure for that type of income."
"Note-- All dollar estimates are in millions of current dollars (not adjusted for inflation). Calculations are performed on unrounded data."
"Last updated: September 24, 2020-- new statistics for 2019; revised statistics for 2013-2018."
